dataset_name,descriptor,PC1_weight,PC2_weight,PC3_weight,PC4_weight,PC5_weight,PC6_weight,PC7_weight,PC8_weight,PC9_weight,PC10_weight,PC11_weight,PC12_weight,PC13_weight,PC14_weight,PC15_weight,PC16_weight,PC17_weight,PC18_weight,PC19_weight,PC20_weight
primary_remove_constant_only,nAcid,0.009711046237532578,0.019985436062913697,-0.018446852033058656,-0.05436895244331198,-0.027635771342849304,-0.020832669246908176,0.10509213644826255,-0.019135319070694046,0.01288886603723907,-0.013170353554903522,-0.010028575740133426,-0.021693640772524485,-0.005210315259221898,-0.01210345321682346,-0.07989799362494814,0.006093525999722138,0.05938855367442599,-0.00046130795969490026,0.060651373209603954,-0.004573312909623053
primary_remove_constant_only,ALogP,-0.03583347102297846,-0.02854102131853703,-0.06811716628706804,-0.04789750100561291,-0.024044690212532777,-0.010765308828872278,0.11110924989467608,0.015699923273762677,-0.03412746870022904,0.026250153548363762,-0.006956682423207326,-0.02232673754848729,0.022309903876968164,-0.06873262673992474,0.053620708903214076,-0.009808172224987961,0.02958239210988342,-0.05894093744572668,0.017714014726642677,-0.05765141159328582
primary_remove_constant_only,ALogp2,0.058802553119844614,0.05161599738081682,0.04013926539416274,0.025587390970795043,0.023851750676890424,0.05013196463318667,0.04795400380483622,-0.018527108286216155,-0.020142368731349128,0.013721499925128826,0.00870581057206712,-0.026926420062077284,0.018118973666760508,-0.029309042339738675,0.04202588770756954,0.0222652726795655,-0.03241724903972709,-0.04811642945482187,0.05283956855916437,0.01947501407786742
primary_remove_constant_only,AMR,0.09167070753775769,-0.0205099944850079,-0.05957272410326814,0.012290675727572198,0.00244200886613119,-0.0029887904543450493,0.029540878451840225,0.009461801908840956,-0.004749048840107139,0.002503321169965697,-0.0048522276914044205,0.007541043237661943,-0.006268670996195753,0.003432609327204541,0.009134891282698648,-8.59548554818304e-05,0.015498943196770032,0.0102105342170204,-0.009622172477489241,-0.00605503450055995
primary_remove_constant_only,apol,0.09664568149494782,-0.03041108743665477,-0.02323232433579492,0.014179472754277944,0.016523870193809187,-0.01213409247205012,0.01826861833419402,0.0051388885280035206,-0.015421739318913524,-0.007373237063983733,-0.0014416345006084894,0.01638365137162366,-0.009545121037595982,0.016526626886236212,-0.0002994262754771049,-0.0012287816952324011,0.00688243821596303,0.01823328594733737,-0.008373652194211365,0.010033291771725914
primary_remove_constant_only,naAromAtom,0.01820405668341532,0.01138152022221195,-0.14075060261506717,0.029477026403708195,-0.02648925576467718,0.04959859658753932,0.044151101190642195,-0.001699767828553439,-0.02729246026137696,0.016482063952823964,-0.0014482287899280216,0.03724017752552269,-0.024007891160244068,-0.0025842520195744154,0.004931034093684672,-0.012835163969428522,0.0028573339528093905,-0.029782393771284606,-0.012883193234684218,-0.00810762840827707
primary_remove_constant_only,nAromBond,0.012504177190868963,0.014900239770806067,-0.13486695533462967,0.03500898786044515,-0.0347029585997185,0.06925748240401698,0.04649652376528876,-0.003567374494274092,-0.03414107568850161,0.01973076812180536,0.005689418142204972,0.04410432690083364,-0.028658392343171704,-0.0023562237876111475,0.00523309014086909,-0.02129139441649306,0.009456535689739254,-0.02994084398048625,-0.020220783641929987,0.005324061584529434
primary_remove_constant_only,nAtom,0.09627184463163924,-0.0314025541202337,-0.009323726500130303,0.013199007327775236,0.02643239932929517,-0.016122364555898328,0.01510378540263324,0.0008718976969922538,-0.024355018943893424,-0.02053621282304746,0.0017312397977031838,0.025994477107628658,-0.012807955874133728,0.017503033879172604,-0.00704541793651603,-0.0022351827959127754,0.004209397388298924,0.017636102836874168,-0.007933293162547206,0.011690363406236508
primary_remove_constant_only,nHeavyAtom,0.0979747215428558,-0.0034564611434808306,-0.039239846797467254,0.0025514238901338526,-0.0021662813997942454,-0.004902597922025062,0.010302677915840344,0.012796311868743276,-0.012822364435513392,-0.011497223789164832,0.0024880100901344473,0.011772974716600784,-0.006317411474334147,0.007914036253490346,0.0019894902064495623,-0.0007104522355634354,0.008331704515917523,0.013376799269004251,-0.0032030040564847845,0.009917393424177176
primary_remove_constant_only,nH,0.08820411809663695,-0.05012666706736358,0.013749652294443963,0.020245884737712203,0.04599611924654634,-0.023391731314007583,0.017635625704267244,-0.008124360915058589,-0.03127802915140484,-0.0258601739355261,0.0010420698961599167,0.03481653182491226,-0.016767627020677908,0.02345309136765021,-0.013318070688234152,-0.0032199480297612944,0.000823662386551044,0.01958332918225667,-0.01091793483282065,0.012194085322214708
primary_remove_constant_only,nC,0.08956340096444527,-0.03992118595279397,-0.050707781379959446,-0.002099926496284342,0.01644436704185706,0.0042162716712688675,0.026778157267854305,0.005139350178647362,-0.021975802947886425,-0.031976143657909795,-0.012805030551348823,0.012743678541715125,-0.009277843844116715,0.012810358585089068,0.0008190278775652426,-0.003445293700035144,0.001949325009001468,0.013109340004174576,-0.0069650810830091114,0.01626312648462887
primary_remove_constant_only,nN,0.05623061231052114,0.05104051532483224,0.04133888761461518,0.0992390017367825,-0.05270240682558352,0.009242716068197376,0.01910442598225698,0.034821358929188084,-0.011387131546548052,-0.01542376651307463,0.057348199337302404,0.025927553365250856,0.006066848623283162,-0.06464731067288768,-0.004961231634798446,0.039237015330909814,0.012460825672317974,0.018108964619941104,-0.011636604324215247,-0.014597628223919554
primary_remove_constant_only,nO,0.053348817870686946,0.0613274798931944,-0.030780546197181683,-0.06432699551078386,0.030788548848669075,-0.020846852465499888,-0.08670724720168663,-0.013097704137301852,0.08478603329663095,-0.010142033485483426,-0.05558687824894823,0.009389321466330341,-0.009337458935120432,0.07857316462211575,-0.02176594024093996,-0.062018681621295,0.018652537843110023,-0.022648433394717993,-0.0005180314475235481,-0.017529829620495117
