SMILES,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,pIC50,IC50_nM,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,7.128091309826519,-3.242560650653719,-0.1997226050409187,5.729945230361432,-1.9431397023496004,3.1684060457493826,1.0730234682772752,-2.9842324979385455,-2.630461111097423,-2.9971034611642993,-0.0002786065323056013,-0.3523690242815838,-2.3770658908186526,0.6934525491635041,0.8695532910142201,1.1965949650008014,-1.6318075344157532,-0.466236322401252,1.461166339747869,0.010963227238786385,8.60205999132796,2.5,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,9.407536662318122,-3.5975287069045554,0.02194786874668097,5.492080686250521,-1.104858107372063,3.2610668789922115,0.5481808886573172,-4.390920671583013,-1.938759737893523,-1.598710055270339,-0.22996411139684433,-0.17267381948491287,-1.7344645044108302,-0.34446813950487376,0.38787043300783813,1.6020930869455605,-0.19337632634257954,-0.32642619390730876,1.0344069298927576,-0.38927335843158417,8.1249387366083,7.5,0,1,1,0,0
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,9.320794759350074,-5.361820762364496,2.167093991171793,1.5701920216804743,-1.563453313085716,0.6479880976742649,-0.3890602183209072,-4.458249995241148,0.0967417687078262,-1.645864013743018,-0.08656851061538821,0.868998691183757,-0.4402673501460403,-0.7723857694472321,-0.4263047460793493,1.674899729370379,-1.6563675869905727,0.005279182668165027,0.7430345056493476,0.06499704581461503,8.50863830616573,3.1,0,1,1,0,1
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.977082232325799,-3.4060547342336593,-0.3264724112168407,4.827360520789883,-0.1997573744318219,2.1849979928135803,-0.005734155001198865,-4.498329816422023,-2.3801665014114057,-2.3029216019380834,-0.253335053432015,-1.0198208469219991,-2.605483693529492,0.49146524536902225,0.7159471004405067,0.46467477572176075,-1.6570737199716528,0.20219109791795642,0.38958877676232834,-0.7709054926697863,8.4089353929735,3.9,0,1,1,0,0
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.894414172806657,-4.854287011561787,-0.3499977225698041,2.453958837729936,-1.730799338321347,0.9592476506105367,0.4676793751758729,-4.279294153589172,-1.0386626019809908,-1.588320914734989,-0.0992875740233579,-0.06748601183187186,-0.9973214500351504,-0.08544931773733574,-0.7678941289388302,1.0166977682259055,-0.9991991622502303,-0.0072737629759426995,1.037234007274264,0.15057416203768273,8.13076828026902,7.4,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,6.697348983011064,-3.081490205501233,-0.8753019485916702,1.7664307085458952,-1.9115463891305842,0.14987386996270916,-0.10699790180141534,-4.907493664848547,0.08872678563229178,-1.1241107315999954,-0.22250127284272442,0.7296901394792893,-0.46197784179403534,-1.2225118491172038,-1.5164894750318125,2.059128738870015,-0.6810474921607286,-0.4051094426934155,1.7147705550299825,-0.19851389196413535,6.30980391997149,490.0,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,10.337686230255084,-4.082278538908462,-1.2109957546887173,1.748132893711136,0.8353120873399424,-0.8384580543720141,-1.0281098688760664,-0.7101379069279045,3.957234996643115,0.35507681475192154,-1.8997655972341962,-2.436786419463375,0.4879631948414117,1.1874584193892148,-0.1677165039360507,0.9556196723412669,1.0374770155648128,-2.1789358935406358,2.364475650666583,-0.5409368510737369,9.0,1.0,0,1,1,0,1
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,5.27700753903627,-2.6708092242654327,-0.7207247642238543,1.7332337304707948,-2.8931714718516153,1.9433695365747787,1.3634296091555484,-2.8610778175609477,-1.180608272588577,-2.0134586447385714,-0.09743321469811297,0.8380793002948836,-1.5135997840573123,-0.5256236921955912,0.10760665242473892,1.2379251849749546,-2.1821209996527555,0.019465553701606866,1.7921777752038877,-1.0220780007941421,7.45593195564972,35.0,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,2.772459187056451,-6.582995418736338,0.019908360402415656,1.9722994897580197,1.3290034208315429,-1.390219581254105,0.3546996319893957,1.4067355496807243,3.769131454124974,0.010136157289785657,-1.3778804283503874,-1.6869477259907166,3.331591984013235,0.6186038920972979,-0.6521559730357361,-0.18848982420018295,-0.29839750413791183,-0.47652072041895527,0.5686942093875815,-0.865236531401835,8.36653154442041,4.3,0,1,0,0,0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,1.0760758714952925,-1.9133272694024717,0.7283125244234588,-1.8883235115540884,-0.5247434807916378,-0.8589341823151246,-1.2024368499872404,4.916887446866626,2.5493369261379635,-1.9598434327160543,-0.36657207072896525,-1.8828789930593937,1.8845924997686736,0.6546215165622177,1.2419309451339073,-0.5841004268092183,-1.144492156575121,0.24557781838826886,-1.2335906406554678,-0.30823571057513144,7.04095860767891,91.0,0,1,0,1,1
