PCA_score_1,PCA_score_2,PCA_score_3,PCA_score_4,PCA_score_5,PCA_score_6,PCA_score_7,PCA_score_8,PCA_score_9,PCA_score_10,PCA_score_11,PCA_score_12,PCA_score_13,PCA_score_14,PCA_score_15,PCA_score_16,PCA_score_17,PCA_score_18,PCA_score_19,PCA_score_20
3.6918152200516587,-8.765577116966291,-0.6024822557907287,3.3926339329746513,3.4733457863121755,-2.101555274251076,-3.4459835581725273,0.48299291920510823,1.3056253058098388,2.3257147108577247,3.583397347333866,-0.04387125240521353,-0.44866233883414586,-0.19336523144821502,-1.636827942136502,0.5246701226847957,-0.6721076219526867,2.4557783975868617,4.086902418331765,-1.2015728934614667
5.368016116807686,-9.824068950555318,-0.7398445662981281,3.4848326126785922,4.798304189676401,-1.7175940789834494,-4.313091891999267,1.3978387816675406,-0.25400753547478383,1.1624471814386643,3.196537942055973,-1.1320581829008773,0.5157687601010426,0.73649337468537,-0.2717010520777739,1.850450120472722,-1.3505647992669358,0.5269188352762191,3.6818464800278665,0.8629862720287234
7.080976933615911,-1.5384222217913734,-5.7653346720698515,0.37649196628101256,4.615432415185877,0.15553321187429356,-3.3018905113677786,1.0354085445444143,-0.9662658219157274,3.128990580812104,1.3777836497833484,2.0246194457750413,-0.41798266766103054,0.006115468024755544,-0.1699385766777688,-0.8600360823170735,0.998478214135537,-1.0932566091894573,3.354643522054301,-1.1355364455378492
5.336125936813076,-9.605703920817064,-1.0296484430195685,3.4677972044759287,4.935728652187834,-2.7554734586811103,-2.724620393613922,0.6034794838586475,0.5171465240978692,1.869456633028744,3.276656909342236,-0.028809873515022538,-0.1736576657124601,-0.28515530664503486,-0.8649273541551653,1.1504457686147116,-0.42059246414687407,2.7220523121952516,3.898790592198267,-0.6299993658627486
4.237009310426428,-7.314643565637543,-4.113720567709587,3.507650052442469,3.8167872046747506,-1.4756558479347732,-1.6499390296377632,0.9710137216018785,-0.5225970016109243,1.7668700434049502,1.8745536981662436,-0.5620921354262224,-0.011019830784419343,0.23866975671063173,-0.6739969735379128,0.6100313542483442,0.21705477638177473,-1.212101909540093,4.071414555565394,-2.2294866916915925
3.456959422611673,-4.837867459193955,-4.345943137616979,4.350772595571868,2.6011991066859803,-1.2017586557016284,-2.2753922413049574,1.3074244163056563,1.0712008380699574,1.519149504097117,2.8108833997491964,-0.1623888488529126,-0.40239687432595483,-1.019898744435391,0.08931430139967517,0.5500540428229781,-1.121642385855489,0.3108365760805303,4.321080443001572,-1.7678897863504683
8.886113419782422,-5.409483403640536,-4.782625084501246,-3.016207926638414,-0.8548724540063287,3.847151658377798,2.2314580265973447,-0.6897590787675715,-2.4497827668118273,-0.3098038860095749,1.443395018388406,1.6402164491911124,-0.7611702200941101,0.16850921247191208,-1.0990417669117012,0.12870581585821395,1.309457912664952,-1.5706322621761606,0.9298927539740365,0.43672462324579736
2.5088231583433296,-3.763217580816905,-3.863852537850386,3.712801411107574,2.2552243804283463,-1.3882599185258662,-4.143394659211511,1.2495100444189833,1.7303723753656024,1.4798768983603459,3.407032788371824,-0.8847368837940778,-1.1394006824910772,0.49972897776806846,-1.7852633503978173,-0.7605269414363061,-1.3598816293593217,0.6505018882484762,4.315657151808924,-1.7665342090895166
-3.343429175806798,-5.675196382849318,-1.9120032882981977,-1.8354348021318003,-0.4735808273278783,4.016334444336308,5.8629299278612335,-2.5938644786894964,4.247700164418923,0.49984034580566533,-0.39158744895037306,-1.521648237651581,1.2169046546575117,-0.6966516640277144,-1.2485587863838066,-1.1396911968783001,-3.2850185218781336,-1.3815066920183168,0.4113264459399075,0.8838915608291349
-0.4034643456869066,1.282576229671535,-3.031336143397623,-6.736236727491968,-4.078543639260753,5.959530722902761,3.2399017952286338,-1.851731967583898,-3.6069180056858197,0.5434485577218451,-2.6013992688438865,-0.5462713044247631,1.785639306452115,-0.34601660364705056,-1.5209602251926386,-0.4029393044726193,1.0434701839550966,-3.129910530513884,-0.5032254313562894,0.6522745446888767
9.326369216024295,-2.156427420707166,-5.452523417980837,-6.735209909106794,-3.6869196257707273,3.327942725550983,-0.9959156957397702,-2.0809056679694855,2.878485105251473,-0.4663774670744621,-0.8883621784840359,1.3073585719984924,0.09460860605201231,-0.71355636130471,-0.7486913771280586,0.6325740873428118,-0.40497631854474603,2.240370598433801,-0.1382940922065118,0.8693786198172604
-3.336711964040834,-5.752106053884896,-1.0193046179325378,-1.5620717362186742,-0.7993094235741013,5.226695739086482,5.879172010924032,-1.0577078357577954,-2.9511217108448116,0.3233231717519705,-0.832747714963235,-1.4967544342335386,1.7768469715887152,-0.7661063127329147,-1.521868974943741,-0.20835935346578993,-0.5844144451188383,-3.255355692334514,1.2024013513611511,0.9906421896671757
4.067942775561676,-9.522204390527193,3.9651345383692034,-0.5751710762085822,3.6641337255282758,-3.2625890946424656,0.10006818429446573,-0.07806622724107334,-0.47209801826638526,2.7710239976884044,1.057793096525486,-1.957304754741937,1.2673853339842822,-2.3823868321019193,-1.2676988491253418,-2.225020930694659,0.8601087195336259,-1.4533511048508494,2.7105010714213864,-3.6227824801038575
4.445082997845892,-9.306506432962511,-0.602596906378147,3.3239848145450446,4.401483913333198,-1.4852423507553822,-3.925645908656923,1.325036464296949,0.09045250737997611,1.9196403817145002,3.026276743599789,-0.7241875942722925,0.30686550400166857,-0.13412926978581188,-0.8721939024002279,1.8618619902737654,-1.414252897253162,1.3518160535282622,3.6004436850623422,0.038902321244362936
3.1656603695927323,-4.975898003473482,-4.185894707335997,4.34858504215327,2.344919700091311,-0.4919112482076736,-2.6950447217442837,1.8619544126737664,0.24353357251972402,1.6054751694983196,2.7988929766708566,-0.6081157518800381,-0.24244504610778797,-0.7122465265315963,0.009465965704847507,1.5238769089382713,-1.4963913579852548,-0.5205893617004027,3.4912741439202,-1.6135903740937254
4.203309094937114,-7.199790963858222,-1.9471852069051963,2.1218002052669056,5.41780971024848,-4.2408857627446634,-2.0130659026208875,0.14893757415759284,0.2611606673793362,2.0394837034924755,1.7165705851065565,0.7289469136923454,-0.015591564613341907,-1.0211635743589007,-0.7919644509359743,1.0620774370563633,0.7654452537462666,0.8843805343300726,4.0901228607417774,-1.7191879061855486
