dataset_name,descriptor,PC1_corr_loading,PC2_corr_loading,PC3_corr_loading,PC4_corr_loading,PC5_corr_loading,PC6_corr_loading,PC7_corr_loading,PC8_corr_loading,PC9_corr_loading,PC10_corr_loading,PC11_corr_loading,PC12_corr_loading,PC13_corr_loading,PC14_corr_loading,PC15_corr_loading,PC16_corr_loading,PC17_corr_loading,PC18_corr_loading,PC19_corr_loading,PC20_corr_loading
primary_remove_constant_only,nAcid,0.09518157020977566,0.13989875251806722,-0.11646466868366906,-0.27753911897450667,-0.12744350798020168,-0.08118927546867667,0.3917006029165436,-0.06691974698518528,0.04329294991320477,-0.041381015241265084,-0.030353071757790676,-0.06339016441508741,-0.015096755776894082,-0.033245547873275716,-0.21722742915809773,0.016274578012657647,0.15192120635960468,-0.0011728215147852404,0.14900622570383248,-0.010777312701774648
primary_remove_constant_only,ALogP,-0.35121715566048334,-0.19978814900437422,-0.4300594588755085,-0.2445040714006547,-0.11088308811671022,-0.04195466330568106,0.4141276563996339,0.05490553302432642,-0.1146321785667322,0.08247751281255213,-0.021055500427916433,-0.06524011247773702,0.0646423783360222,-0.18879354443754973,0.1457844961583979,-0.026195648306813788,0.07567439208865015,-0.14985043740342144,0.04351918739510442,-0.13585934370074945
primary_remove_constant_only,ALogp2,0.5763456584789902,0.3613137897427136,0.2534202712180571,0.13061686178881746,0.10999333943030087,0.19537476634175774,0.17873470687184806,-0.06479272147489602,-0.06765704276079043,0.04311270727605976,0.02634951361499799,-0.07868067019006621,0.05249926477882675,-0.0805055510002087,0.11426038540661967,0.05946604924853122,-0.08292620844033052,-0.12233039229712193,0.12981445039356987,0.0458941517312324
primary_remove_constant_only,AMR,0.8984986449721497,-0.1435706798476941,-0.3761139062012825,0.06274064810405215,0.011261425366331335,-0.011647942404308864,0.11010509721597314,0.03308966981027909,-0.015951778300442324,0.00786539032959722,-0.014686035097978197,0.022035396257787627,-0.01816331457252412,0.009428629637631287,0.024836029779345622,-0.00022956806964802537,0.039647676228328745,0.025959088620739906,-0.023639425260612613,-0.014269087097726636
primary_remove_constant_only,apol,0.9472602121005149,-0.21287867733848126,-0.14667786957204998,0.0723824572461374,0.07620051406502253,-0.047289099855596095,0.06809100145640935,0.017971642845805914,-0.051800723661741044,-0.023166578941881646,-0.004363334991863747,0.04787404590390759,-0.027656745128893382,0.04539504185189371,-0.0008140830212777034,-0.0032818278875811117,0.017605889548961588,0.04635599623820089,-0.020572103198787176,0.023644112045012954
primary_remove_constant_only,naAromAtom,0.17842471932823187,0.07967104024321506,-0.8886325033243361,0.1504724216749117,-0.1221563037468366,0.19329611935365118,0.1645604851160087,-0.005944402212480049,-0.09167378353457006,0.051786350062362485,-0.004383293652203661,0.10881810946089618,-0.06956225324810504,-0.0070983770246617105,0.013406542650997976,-0.03428013228059443,0.007309314577061311,-0.07571825164228807,-0.03165098986760462,-0.01910615965986722
primary_remove_constant_only,nAromBond,0.1225580838662109,0.10430220034197728,-0.8514859468311401,0.1787116214370303,-0.16003413569942387,0.2699109149443831,0.17330237073782753,-0.012475767855046163,-0.11467788364738282,0.0619937204393657,0.01721992450426652,0.12887557985202325,-0.08303696199524958,-0.006472033173334395,0.014227775520743976,-0.056865016977899946,0.024190660002323096,-0.07612109276061003,-0.04967773179421907,0.012546501338064448
primary_remove_constant_only,nAtom,0.9435960981851176,-0.21981897885400903,-0.058865583991718026,0.06737744062493062,0.1218941079323467,-0.0628322315120291,0.056295000258616,0.00304918737252944,-0.08180708933017844,-0.0645244132806134,0.005239871261013863,0.07595747505065086,-0.03711072597589944,0.04807701904021742,-0.01915514966343174,-0.005969722092970479,0.010768013189597324,0.04483772804989415,-0.019490244144480466,0.027549110353084143
primary_remove_constant_only,nHeavyAtom,0.9602866271270065,-0.024195349082097275,-0.247741769071218,0.013024343982654264,-0.00998989669718181,-0.019106450953831615,0.0384002579800669,0.044751067355405516,-0.04306957490842518,-0.03612407145095478,0.0075303563294374315,0.03440136262812956,-0.018304538866697532,0.02173813261578411,0.0054090449994391105,-0.0018974745217255516,0.021313241740638564,0.03400894706440359,-0.007869031154851611,0.023370989965278886
primary_remove_constant_only,nH,0.8645213145993157,-0.35088842537820714,0.08680877887014446,0.10334988555872754,0.21211301532107507,-0.09116247634105246,0.06573170414679629,-0.028412391496763757,-0.10506107717491603,-0.08125220384606457,0.003153989475114645,0.10173606633790853,-0.048583772285408354,0.06442053006457303,-0.03620929795222738,-0.008599831265090528,0.002107001697395254,0.04978832320877977,-0.02682281003427228,0.02873616418266487
