SMILES,block_Y_topological_connectivity_structure_PC1,block_Y_topological_connectivity_structure_PC2,block_Y_topological_connectivity_structure_PC3,block_Y_topological_connectivity_structure_PC4,block_Y_topological_connectivity_structure_PC5,block_Y_topological_connectivity_structure_PC6,block_Y_topological_connectivity_structure_PC7,block_Y_topological_connectivity_structure_PC8,block_Y_topological_connectivity_structure_PC9,block_Y_topological_connectivity_structure_PC10,block_Y_topological_connectivity_structure_PC11,block_Y_topological_connectivity_structure_PC12,block_Y_topological_connectivity_structure_PC13,block_Y_topological_connectivity_structure_PC14,block_Y_topological_connectivity_structure_PC15,block_Y_topological_connectivity_structure_PC16,block_Y_topological_connectivity_structure_PC17,block_Y_topological_connectivity_structure_PC18,block_Y_topological_connectivity_structure_PC19,block_Y_topological_connectivity_structure_PC20,block_Y_topological_connectivity_structure_PC21,block_Y_topological_connectivity_structure_PC22,block_Y_topological_connectivity_structure_PC23,block_Y_topological_connectivity_structure_PC24,block_Y_topological_connectivity_structure_PC25,block_Y_topological_connectivity_structure_PC26,block_Y_topological_connectivity_structure_PC27,block_Y_topological_connectivity_structure_PC28,block_Y_topological_connectivity_structure_PC29,block_Y_topological_connectivity_structure_PC30,block_Y_topological_connectivity_structure_PC31,block_Y_topological_connectivity_structure_PC32,block_Y_topological_connectivity_structure_PC33,block_Y_topological_connectivity_structure_PC34,block_Y_topological_connectivity_structure_PC35,block_Y_topological_connectivity_structure_PC36,block_Y_topological_connectivity_structure_PC37,block_Y_topological_connectivity_structure_PC38,block_Y_topological_connectivity_structure_PC39,block_Y_topological_connectivity_structure_PC40,block_Y_topological_connectivity_structure_PC41,block_Y_topological_connectivity_structure_PC42,block_Y_topological_connectivity_structure_PC43,block_Y_topological_connectivity_structure_PC44,block_Y_topological_connectivity_structure_PC45,block_Y_topological_connectivity_structure_PC46,block_Y_topological_connectivity_structure_PC47,block_Y_topological_connectivity_structure_PC48,block_Y_topological_connectivity_structure_PC49,block_Y_topological_connectivity_structure_PC50,pIC50,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,3.5485881923250013,0.1845907826902948,-1.3288055082603145,-0.2648664693027482,3.228102298457838,0.14251437274557968,-1.6912059815222873,3.1143548220018187,1.3947837718261409,-1.3296225589956177,0.6158705154101419,-1.548239418651789,0.2879249063648996,0.25373700077253625,-1.2536340488982696,0.4053876001953431,-0.9368474465160462,-1.6551710075668176,0.236872973475748,0.4241080419735463,0.2727163695065845,0.07804967461061704,-0.4994550969880358,0.35307351618842037,-0.8031303815186437,0.12675113432356197,0.4879268061563399,-0.17566238283151386,0.10109597771822457,0.8262646142007015,-0.3855064322005959,-0.4752762674773692,0.578345853570254,-0.3705920729201827,-0.20558643476305008,0.22732663337670883,-0.22443076650459803,-0.11232387848601039,0.053748877823059815,0.22761760417836438,1.265729770039317,0.10204327093207118,0.11056092198756419,0.08365346511515646,-0.25552776882644895,0.06401515128625589,0.10693258731088083,-0.332575276743856,0.04506830069009291,0.20819522922682868,8.60205999132796,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,4.769042522039134,1.3832917130403142,-1.292004367281042,-3.4540176662254236,3.774732296416672,-2.1826970757050623,-0.7110265223480875,1.996446377899236,1.7798456696564353,-0.9238185911741281,2.691493488169672,-1.3283664200262588,0.07248932883918609,0.4265473900372037,-1.6183851113931116,-0.2552640077769855,-0.24021220289241102,-0.7428361416170775,-0.6369345219771418,0.7869702337291856,0.5509560669526259,-0.08249361574700802,-0.17675711862767038,-0.07987258970203892,-0.11408067315791291,-0.3166928019884829,0.1397343117803373,-0.312110417092751,0.5389434824674731,0.49873216002333687,-0.45043301870382024,-1.5255171651251445,1.9787770377579563,-0.9918405013352796,1.1594162488128448,0.11479077167387355,1.2365417937946304,-2.8670201630535135,1.753573809345585,-0.17962236036030146,-0.28711113465941096,-0.2225679562116339,0.25991516358719496,-0.5697066483902716,0.15431809787311157,-0.1296378391410929,0.31116705390201205,-0.5356332615035592,-0.15091022294280082,-0.09345816039603641,8.1249387366083,0,1,1,0,0
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,3.3860670103971824,2.543729376395556,-1.7456260259322427,-2.1612962845536763,1.5684912510558389,0.7984802555762375,-1.2442883458096206,1.2118943079812892,1.4135828562047859,-0.15862932633563892,-0.13547980194906578,-1.4891032943893086,0.5490611098594438,0.2707880354578871,-1.3508592698043569,-0.12119304865271588,0.6764834652675318,-1.001256849711738,0.3651452347717338,0.28955985377156623,0.6512612197044174,0.1669004745422747,-0.3279794580338513,0.13086440344776815,-0.42953605569547487,-0.4874108613657791,-0.2753489245441912,-0.23467470341671406,0.2807523482112633,-0.5659746466109981,0.23066470514797888,0.04814205279259998,0.9365504049430303,0.21685069565314075,0.256488342826338,0.25796384602665834,-0.10100877655849175,0.0781824867568864,0.44579695048108336,-0.1317848594898579,0.21224521923867026,0.4596422975900933,-0.017559323203599677,-0.01780563244376424,0.11816092241731933,0.010234795488598715,0.014219651479268267,-0.05641769735671852,-0.08520479988131753,-0.03178556122619348,8.50863830616573,0,1,1,0,1
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,4.433799183872213,1.2835028228820853,-1.066565505784645,-2.5465631253459535,3.885515544118038,0.16183377207796684,-1.9807982136859816,2.2322705447469593,1.857288509740284,-0.16363319173503402,0.5113992329950997,-2.0462380936449285,0.7030439830955377,0.5389724172756718,-2.086553846213322,0.6444275132857396,-0.1464328502768375,-0.8060534236490597,0.35333834559530397,0.5020571487958583,0.8748205852753425,0.09993057866191916,-0.5945455512595207,0.3481335478989908,-0.8488033714414155,-0.37800691449465673,-0.04770123675403192,-0.7207172747471469,0.4238413323343122,-0.1918133125985983,-0.22646783431908807,-0.0333131502592984,0.9109624245636945,-0.32536929593096015,0.31272099606119735,0.36037235264867956,-0.030381765180857424,-0.34552932931365404,0.5090880265171462,0.6890566960301797,0.8037478658906261,0.8945522872492647,-0.2995085738230116,-0.5078556188160855,0.24703401277156625,-0.4211273738646931,-0.022018328437141483,-0.21901220772081512,-0.05633629782979409,0.04653745975964615,8.4089353929735,0,1,1,0,0
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,3.127273316251381,2.4351091333706045,-1.7935523539660585,-2.244668135737575,2.6101716427505743,0.641650349916288,-1.7987983087194235,0.9217315290045021,1.4754526811248578,-0.2175980957678147,0.13342280853760893,-1.3956606184547913,0.5639554526097268,0.28301411725274533,-1.630429518125924,-0.2576036073896165,0.6217388290819961,-1.0578377516079966,0.5855775975182809,0.3370841863493425,0.5821127432407335,0.160923741458059,-0.3928127114100029,0.16342685985529792,-0.43299181173379875,-0.20104735387148737,-0.26793733341271325,-0.29902742802667825,0.30487934618575463,-0.40010675135022866,0.23438440163450958,0.2878214313030662,0.6078761978489681,0.19314768995990547,0.1508986100923862,0.24501344033582229,-0.1601683162346176,-0.1764027002652612,0.6022090751943279,0.20024841222234038,0.36686762441848014,0.5729613538399562,0.10638237107450707,-0.18021356400430488,0.1615784604491087,-0.14119157944755,-0.04079693102229195,-0.22517551306744518,-0.04611176202314731,0.03320832488250162,8.13076828026902,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,2.599465415886076,2.329251712400036,-1.2896451045029211,-1.637441481594684,2.09902791701354,0.3056321033515747,-1.399908526193329,0.8247610492456721,2.1565626239695224,-0.20508643240857452,-0.27439597196761034,-1.1233448924628557,0.7435524909117804,-0.061369615475946084,-1.2580404335079594,-0.11532923847499772,0.5840464531879364,-0.8847600731151708,0.5823224870143876,0.3263835511856906,0.24532828034981732,0.05545252449544335,-0.34991234271948607,0.04293518608809165,-0.2092837382223691,0.015333279620505324,-0.3494800592091002,-0.03371762115519206,-0.01836478487320816,-0.3356340173215513,0.4972195609886803,0.47213835341948834,1.0495539061678987,0.17566559021827435,0.5624621493876433,0.22728922042170963,0.11703956199645414,0.05443480976956769,0.8271812628803057,0.3562989603697551,0.47006722991885647,0.827919187354192,-0.14426923592831797,-0.12127373328388522,0.7268087565992518,-0.18804785982247943,-0.4610301289944881,-0.14859419336800506,0.14448219260051795,-0.3039629603579559,6.30980391997149,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,7.044926100667808,-2.6320948221596465,-3.64629731970234,2.4970126437597333,0.6016588036096686,1.2547033486275796,-2.193095418393555,-1.0932640214833365,-2.0356170463798375,-0.9013896279944686,0.2493449070576134,-0.1069210956000488,-0.7851192579861179,0.33154351766561047,-1.707348925397874,-1.1417199763502381,-0.31430079112705306,1.6879851869392106,0.44744827249138164,0.36193918270257264,0.40649253170586963,0.1961035312861931,-0.2715686890714861,0.799243737431388,-0.4977715427467127,0.46214603299893436,0.210414076231742,-0.07910208853030513,-1.034617931203623,0.9482394286277281,-0.33643446375751973,0.20079282304320437,1.2591517622143633,0.09882768897959866,-0.09107531153499687,1.3772115772345364,-0.9212732100878842,0.7449128520838885,0.4999379278020349,0.2743224798815637,-0.5584013919353163,0.4970770986244634,0.24008014594410715,-0.7405066325283186,0.46368643053482805,0.9134832770541272,0.5151173802565349,-0.367587906166129,-0.053570416969507685,0.11734512869346683,9.0,0,1,1,0,1
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,2.0795907368678046,1.9578923448836083,-1.5845733797355501,-0.2664848128477915,1.3575606368386743,0.027964016457504546,-0.7534512545780919,2.3045454059038244,1.1945037138236254,-1.2428129364637994,0.03142930123774994,-1.174997001402813,0.0030260971791773545,-0.3407815730386103,-0.9910235010238079,0.5510877042230126,0.11634401092917103,-1.561588733495154,1.1817766280149455,0.2732757498718851,0.9830836911220904,0.114366740861535,-0.24401108466033508,0.5291691102508281,-0.7405057684411654,-0.26687310032821443,-0.21068672689696685,0.5296138447287203,-0.049384537832572434,0.3139103267296702,0.27283530715907,0.38798874470664246,0.9067551160954948,0.6795408586317006,0.015030392908928126,-0.06813389323683448,0.36448778481107474,-0.27150892248839675,0.4128038438163567,0.2819947443187035,1.0544857980566371,-0.002805596353087494,0.6532183445927441,-0.09582721384632653,0.3184213360621983,0.05430684842035895,-0.24648645293780963,-0.22022551694141826,-0.1505079556102119,-0.10728316909571005,7.45593195564972,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,0.736228525616631,-4.269760656929921,-3.747988507047054,2.7366521149815335,-0.33319138767371725,1.2519209368215425,-1.6275107345107422,-1.2208805776718807,-2.2503582796482076,-0.6710067580137153,-0.007252022656278706,0.5204390815655732,-0.8212729205538193,0.16912234073834828,-1.501612924474216,-2.1868008627817273,-0.2895520887715004,1.5892467137204105,0.27184315753210503,0.3275593299046033,-0.0007300686056490877,0.22537940112080396,-0.2698385689474119,0.7582112088560592,-0.1831727325794951,0.8571338657808063,0.22424632734602806,-0.09972852581185683,-0.9614953978422748,0.8555791476024874,-0.19065455910333323,0.38463870609478634,1.1706546473768902,0.3953854379679924,0.15271522931168677,0.6181263721450007,-0.3475280629020663,0.14153063210007905,-0.2572193233684412,0.2498280259876539,-0.20040020406735817,0.17176377749465083,0.1823050119153412,-0.913263166205327,0.07989526113213057,1.0993222182258857,0.5524032149990437,-0.3712682399214531,0.04064062577427187,0.20561735812421764,8.36653154442041,0,1,0,0,0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,2.1668756946646868,-3.2091076273131622,-3.3735473323970653,2.921827316156897,-3.460275519236479,1.853091466080779,-0.241968083347417,-1.4523114519189642,-2.48030200257546,-0.03930247302264106,-0.7985145092307495,0.5304294790973166,-0.7967134214197459,0.21187427476163675,-0.9604020522689747,-2.209569436393324,0.24013479191260514,2.6679286675209615,-0.8027773450965133,-0.06856585365010136,-0.5047455042871012,0.05920356822603607,0.09624794224646302,0.37048354405186035,0.19934254519734596,0.5273132280098123,0.6340260331147457,0.224577647023358,-0.751670684530472,0.4053456781130256,-0.645865039616287,0.09025652795210955,2.1819423790117445,0.4346844470880777,-0.33420846648258523,0.6105654542433705,0.27602814866011577,0.7885719149194422,-0.24020358675754414,0.33343897120792976,-0.13967852054918095,-0.13227596409247291,0.4685866754513591,-0.35743288003743157,-0.3173263756681849,0.7004318717708464,0.7046147377515887,-1.148772951974348,-0.03890316260007487,-0.27441779986907927,7.04095860767891,0,1,0,1,1
