SMILES,pIC50,Block_X_specific1,Block_X_specific2,Block_X_specific3,Block_Y_specific1,Block_Y_specific2,Block_Y_specific3,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,8.60205999132796,-0.3461481365405831,-2.1763874659129248,2.1120915597535643,0.6972540784308334,1.884089192560644,-0.42811191070619403,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,8.1249387366083,-1.6281915681300523,-1.2523229950979873,1.962466679108335,-0.9153331102317106,-1.7282127850552818,0.8461383368563943,0,1,1,0,0
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,8.50863830616573,1.4760427200972186,-2.4243049066415012,0.07283254086086945,-0.2977938327071781,0.47442697823846125,-0.5845183091896915,0,1,1,0,1
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.4089353929735,-1.1728508519829766,-2.4687443845708197,1.6184495075276264,-0.9533423369298276,0.5267891598390482,-0.15201756847370487,0,1,1,0,0
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.13076828026902,-0.7499865063781167,-1.6142585188293763,-0.18838383200818898,-1.1382891151523884,0.2295871076070303,-0.4384823630287521,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,6.30980391997149,-1.1019612996596997,-1.8769595036452835,-0.19084064061239395,-0.6235975888989697,0.07550011284898073,-0.5420249452719712,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,9.0,3.4353676622053793,3.5424510710832027,0.7673153354724022,4.58608124095685,2.266084725804633,-1.3006956825493006,0,1,1,0,1
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,7.45593195564972,-0.3925983827903955,-2.0158842770051955,0.8979605526217603,1.1768220436308827,0.8750351492904984,-0.5181560105230056,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,8.36653154442041,4.8170525511467615,4.93827253284473,-1.0112809736687105,4.4933494276753905,1.7466340263682574,-1.045216598183087,0,1,0,0,0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,7.04095860767891,3.9900282278705443,3.3139899182785952,-1.1733984592453628,4.813219277464751,1.133052090425197,-0.9826869144702386,0,1,0,1,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,6.76447155309245,2.0383855451793407,1.7297189680308782,0.17309535783488045,4.298991166465288,1.6478350378175484,-1.0611128867192494,0,1,0,0,1
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,7.45593195564972,4.429496660561576,4.889497349154384,-1.1874106550330632,4.639888579319386,1.6520110258543717,-1.0402922451442753,1,1,0,0,0
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,7.95860731484177,-2.700578200129332,-3.5344143220786974,-1.0041430160586686,-0.7267345093156536,1.8630949832210328,-3.2112250003436196,1,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,8.58502665202918,-1.0699577601111465,-2.546211169706521,1.3323479177121869,-0.568830603623295,0.46614003823740163,-0.27228676202096547,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,6.26600071346161,-1.1299327830384545,-1.8417220238670882,-0.19831930896061983,-0.6299861283736289,0.06295488925315251,-0.5304520563727061,0,1,1,0,1
