SMILES,block_X_local_electronic_atom_environment_PC1,block_X_local_electronic_atom_environment_PC2,block_X_local_electronic_atom_environment_PC3,block_X_local_electronic_atom_environment_PC4,block_X_local_electronic_atom_environment_PC5,block_X_local_electronic_atom_environment_PC6,block_X_local_electronic_atom_environment_PC7,block_X_local_electronic_atom_environment_PC8,block_X_local_electronic_atom_environment_PC9,block_X_local_electronic_atom_environment_PC10,block_X_local_electronic_atom_environment_PC11,block_X_local_electronic_atom_environment_PC12,block_X_local_electronic_atom_environment_PC13,block_X_local_electronic_atom_environment_PC14,block_X_local_electronic_atom_environment_PC15,block_X_local_electronic_atom_environment_PC16,block_X_local_electronic_atom_environment_PC17,block_X_local_electronic_atom_environment_PC18,block_X_local_electronic_atom_environment_PC19,block_X_local_electronic_atom_environment_PC20,block_X_local_electronic_atom_environment_PC21,block_X_local_electronic_atom_environment_PC22,block_X_local_electronic_atom_environment_PC23,block_X_local_electronic_atom_environment_PC24,block_X_local_electronic_atom_environment_PC25,block_X_local_electronic_atom_environment_PC26,block_X_local_electronic_atom_environment_PC27,block_X_local_electronic_atom_environment_PC28,block_X_local_electronic_atom_environment_PC29,block_X_local_electronic_atom_environment_PC30,block_X_local_electronic_atom_environment_PC31,block_X_local_electronic_atom_environment_PC32,block_X_local_electronic_atom_environment_PC33,block_X_local_electronic_atom_environment_PC34,block_X_local_electronic_atom_environment_PC35,block_X_local_electronic_atom_environment_PC36,block_X_local_electronic_atom_environment_PC37,block_X_local_electronic_atom_environment_PC38,block_X_local_electronic_atom_environment_PC39,block_X_local_electronic_atom_environment_PC40,block_X_local_electronic_atom_environment_PC41,block_X_local_electronic_atom_environment_PC42,block_X_local_electronic_atom_environment_PC43,block_X_local_electronic_atom_environment_PC44,block_X_local_electronic_atom_environment_PC45,block_X_local_electronic_atom_environment_PC46,block_X_local_electronic_atom_environment_PC47,block_X_local_electronic_atom_environment_PC48,block_X_local_electronic_atom_environment_PC49,block_X_local_electronic_atom_environment_PC50,pIC50,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,-0.6110150331094794,-8.602935957038415,-1.0294930801447295,-0.7775706443447996,1.865289018896905,-3.3604633430386825,-0.6654623288479118,1.5388721503733183,1.1096696836276838,0.11882243364633122,1.3968889059038614,0.5822615469879759,-0.02276934158695967,-1.1322249832663733,2.275934988702225,-2.4203400836059066,1.975775624338218,-3.144709041336076,-0.7659106907230745,-1.0863068681835555,-1.2735789747304607,1.0646237625653336,0.2438126466360619,0.6486029897412138,-0.0030828483149707717,0.31999855370029473,0.519542145719267,1.516145855875483,-0.8021397292431899,0.2852183765437794,-2.4773567163752888,-0.1072686856707696,0.33764360596700144,1.368345853934961,1.8480944573596978,0.8315809316491665,-0.5136311723379727,0.5367044000291249,1.0256308758943466,-2.083477337127461,0.06872226052619049,0.21711195847838372,-0.8250335986096117,0.07277582619582504,0.8227652038911687,0.6364210702511807,-0.46819912477104697,0.6029574604544221,-0.11130260531046669,-0.7015863706758434,8.60205999132796,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,0.0031126761521140162,-9.64212540919916,-1.2656320827344778,-1.0896188266666633,1.6553087023187256,-3.3759329861036105,-0.5332975558614051,1.5353382675615548,1.1391765004409211,0.16855538631142009,1.4573004393316449,0.6510464098757507,-0.06466339428605992,-1.1322798835674681,2.3625521678781403,-2.344616907429481,2.1101099607201728,-3.061825344298839,-0.9567487493440402,-0.990250176432368,-1.1467251246567676,1.0009582918031315,0.05304704506235811,0.6780587832949561,0.10552190657990786,0.40927454067484,0.49440475438458265,1.4355331096731192,-0.7132935243627878,0.22563556807078175,-2.377854418221667,0.04556520244363765,0.45799600881324665,1.6328660216029305,1.894442348904273,0.7704599585185928,-0.6320656112501385,0.8248345583467144,1.1099069747580703,-2.3357705881650106,0.2510324043956173,0.19536574787035452,-0.9787601760187649,-0.39321381937068023,1.1920589233425296,0.35786459793958786,-0.48909491221138146,0.7902235122188084,-0.3606518154340193,-0.7413115768056757,8.1249387366083,0,1,1,0,0
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,1.2808234279261057,-4.97331787172793,-4.934716684976288,-0.3856436121892125,3.9837958951170847,-2.239450590193717,0.04249769860509659,0.9126113250848659,0.5537329921017267,0.34069157368255504,1.2233413222127052,0.6523143048870879,1.186317777494345,-0.10145402925284508,1.9568274069898879,-2.071356278287466,1.4087642809589993,-3.5107074169258503,-1.1756321591916807,-0.42195866625524936,-1.3216296412594108,1.7733562405654468,-0.13310618874347133,0.12883981268500241,-0.3009088715199663,-0.01258699216199926,0.5749150736451777,0.9226729352950799,-0.524373675323748,0.024999375610864173,-1.1459632533339148,-0.27944260686111744,-0.8157475072285532,-0.4938187079920343,0.8585371773342859,-0.20153217680310237,1.3363736057887827,0.3949164085286428,0.8140343221830347,-0.09808710617547874,0.15134968079492428,-0.24896007493578592,-0.11246876061899135,-0.05550283483803473,0.06945284621233475,-0.3176573103906325,-0.069619939134211,0.012973306893459017,-0.04527894937527745,-0.4757326040572885,8.50863830616573,0,1,1,0,1
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,-0.13239500698527154,-9.483189376942219,-1.129926469579258,-1.0692484246261733,1.7468161562386433,-3.415606583060346,-0.5806180077872891,1.5449438543140077,1.173245929062296,0.17060494705681464,1.467100129725863,0.6315990133196614,-0.13560221002596362,-1.2267311084856622,2.3075924687745086,-2.2990780862692524,2.1363162533236464,-3.106072422577723,-0.9269701855707903,-0.9534177264952245,-1.1372654323721474,1.0149727408804414,0.03445635729752025,0.6602395229587429,0.10534110642901025,0.3726837919805737,0.480079239300912,1.4567319900335691,-0.7182148982469255,0.23689457129444136,-2.4658425685757073,0.06942443129137546,0.48368462047937916,1.6692612375138505,1.8091010236210312,0.7687135314620089,-0.5551769965676082,0.7427274066088477,1.0817656888203762,-2.3589398341720127,0.26532497223883256,0.26309679246538925,-0.9780821478633241,-0.32548549605717436,1.2192166196544754,0.4588941432303014,-0.4020706952989958,0.8136586628268099,-0.33209519840964064,-0.7704876387464197,8.4089353929735,0,1,1,0,0
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,-0.17455935358291125,-7.2942782854874855,-4.281615119323592,0.7755727927970557,2.134246566195423,-1.585836870773597,-0.3092331717658598,1.6985998873135837,0.7423953355775926,-0.2667167601954584,0.8582697584382731,0.7999841553603363,0.11568899492255483,-0.18665304228295096,1.0574736669051588,-2.0062954349470736,1.781600760505482,-3.4792154017627417,0.3588134119850399,-1.1603161877375943,-1.155416545338785,1.2711909574018858,0.33848209843120025,0.5033855163858476,0.0018192503436276523,0.030889820478233142,0.36973410449945,1.2144113997287116,-0.7588861103409108,0.30865957212254214,-1.9665918639318203,-0.09459464203569679,-0.07247367175854566,-0.02054687597848176,1.9113694535656423,-0.10820159508047084,-0.436572064965669,0.7817837868644938,0.5838989510850277,-0.9601440826391503,-0.5643732356632958,-0.5990022086046946,-1.0710265924905429,-0.04485759588757195,0.6859284520855196,0.07817870528987472,-0.9647946413457994,0.0036842042558573817,0.05142192853697958,-0.8675619519386928,8.13076828026902,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,-0.21684080032400377,-5.873438825587134,-3.850015860265174,1.8417850223108663,1.7347903995180498,-1.7450738352832713,0.17248256085518937,1.729233066806952,0.982005673927806,-0.1699256464629886,1.7572684487748762,0.9588342211387172,0.19171290436012506,-0.6591694739355204,1.5164001037790544,-2.7759136086698657,1.0888150653517552,-3.71064637629369,-0.020138887873655816,-0.9074499128679934,-0.8943525226739509,1.1399501966033891,-0.020526880718756357,0.3716044425138559,-0.4310354930010843,-0.327485278299116,0.4432612400726203,1.7137883309802147,-1.2631258386229478,-0.00021651743437826437,-0.9839583151367611,-0.08505235392682181,-0.18333158871488892,0.06388504195443676,2.511750902402236,0.9908122687939271,0.05804878048972293,-0.5904266413576029,-0.41559257607498595,-0.685205197834218,-0.33532903429664934,0.12474973602798822,-1.7590955007444053,-0.27278843215719123,0.6854515195544876,-0.4605680107902811,-1.529486997669021,-0.5140084918525561,-0.10015026055075049,-1.1960635841744396,6.30980391997149,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,0.45937188206856105,-5.714905457089551,-4.740009511553502,-3.283366696569993,1.720172663721192,3.772786761892652,-1.5339020905332592,0.13235216443916006,0.08395005319554577,-0.38490648743690253,0.23207085706246067,-1.270849885844216,-0.2658431454154355,0.3093329871543267,1.643531104978988,-0.5253567696987381,-0.5764963667545053,-2.2819446687303064,-0.09460070539654374,-0.14894703312649266,1.224195364794171,-0.3830629952294004,-0.18577845870083648,0.9415078007507438,1.3541881704520735,0.37730448959047247,-0.4102942709403611,1.4394228532869109,-0.3655917497002116,0.1251513217149993,0.9238650648479173,0.2579611786682711,0.7513509145322681,1.0066696496944159,0.22585074312474526,1.3519246380256102,0.6252221328989108,0.1891627396494084,-0.32731046405567715,-1.1491384104565676,-1.0340117143906387,-0.9643971795745961,1.9249369083325771,-0.6835481758638718,-1.663905449993023,-0.7963572778354319,-0.3598164559837332,0.043516291390335374,-0.26066763745539684,1.644905955494414,9.0,0,1,1,0,1
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,-0.3751338843213206,-4.3627432827498716,-3.3221973694701816,1.513762437030004,2.175897480204753,-2.85135193536826,0.012319450696830082,2.4056026953780636,1.1309563052358798,-0.39221004034735263,2.456311247248688,0.4305496270386629,0.2063240739636992,-0.7449504760534353,1.1098147113019927,-4.189912148404437,1.2461630662460677,-3.923132124206046,-1.232762106406156,-1.233989996826947,-0.423926532449297,1.3365214383734425,1.35726737569582,0.4226351766112467,0.28170315816055885,0.2686745604802192,0.24751120846018618,2.0689080919649667,1.158971656811865,-1.0124709271347911,-0.9037934336067501,-0.3591985771169296,-0.706248620266873,0.9717833612757234,0.3930164696943326,0.14248483958385902,-1.2855283245987872,0.9680825351659588,0.7270147295075777,-0.29933617322316786,0.9719850168895653,-2.680134746699926,-1.1511136848045826,-0.3192826955155402,0.4377418762084502,0.2176709481927514,-0.17174467354077586,0.5461290193460663,0.6932169082990647,-0.5317732117889837,7.45593195564972,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-3.6290888181438477,-2.4823920785944007,-2.017421351334769,-2.3653949388240756,2.5446401405453565,6.179902860442793,-2.2273656265556507,-1.1688358842608337,-0.1992306392083418,-0.9175611129847391,-1.853942265161116,-0.7766314376119015,-0.16784571502662898,1.4474015789859223,-0.5122826147161474,0.8972532622067025,-1.4160779073673408,-2.915648530257305,-0.3371358734898181,-0.6627927215266916,1.977260079647914,0.06100262601046193,-0.06384048797701196,0.983673945529188,1.334609911288393,0.25722789904271276,-0.5809220511163525,0.7259430327657684,-0.0942307026564388,-0.336816708847631,1.2494131526555634,0.5034150718082999,-0.3559162945367439,-1.4907045080700383,1.1951646811918488,0.7955310811765305,0.6959840697229632,0.02320207017753301,0.8620304793238208,-0.2862660529133566,-1.4538784835960037,-0.7861772837322586,2.570612254057875,-0.6253100983675659,-2.274095831735782,-0.035023861037681986,-1.2706384890864597,-0.37172334274245245,0.7939874645865734,1.0178553015613794,8.36653154442041,0,1,0,0,0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,0.7240710369674426,4.715694689183703,-3.1374891308534605,-3.1305471708186667,-0.607908851678367,4.364871582950077,-1.1255174097089313,-2.17132856418756,-2.259645824539858,-0.0493534912001726,-2.061726063298702,-1.4242820337841033,0.8777990767495017,1.4842626150172264,-0.025834404492203224,0.5241461514042821,-0.4395227444203285,-0.6878147202916539,-2.016454105137142,-2.693944666191195,1.643366087392236,-0.04075944019315663,2.0830368330350346,1.2534897333519839,0.3635945962116899,-0.46127397814580684,1.0946797590905117,-0.054576981052210545,0.7665776530675633,-0.970982348670991,1.427595335340521,2.6589313911283843,-1.2114643235647098,-2.755234809604363,0.6683185029364186,-0.30236057617940565,2.9288675091913885,-0.47088484332151,1.5432128431314889,-1.6997133053810605,0.3950680093611547,-1.613037517995323,-0.014888004225074851,-0.48223815682284643,-2.4544337591940133,-1.3820422875790057,0.1404956484317166,0.6695222716595828,0.5425039266982244,2.0282758599686463,7.04095860767891,0,1,0,1,1
