SMILES,pIC50,X_joint1,Y_joint1,joint_avg1,X_joint2,Y_joint2,joint_avg2,X_joint3,Y_joint3,joint_avg3,X_joint4,Y_joint4,joint_avg4,X_joint5,Y_joint5,joint_avg5,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,8.60205999132796,0.6726207005603303,0.7539230504402797,0.713271875500305,0.938210868893539,0.8494451401007358,0.8938280044971374,-0.9698583264733349,-0.9766467048151162,-0.9732525156442255,0.48923559641027015,1.2128589718602514,0.8510472841352608,0.868325453086532,1.228923927447361,1.0486246902669465,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,8.1249387366083,0.8464358474512065,1.07951109488731,0.9629734711692581,1.0456191795748344,1.1519789292454903,1.0987990544101622,-1.0385802053776982,-1.079076853179724,-1.0588285292787112,0.4488619868000081,1.3410214710076078,0.894941728903808,0.833357342827015,1.5634000704607072,1.1983787066438611,0,1,1,0,0
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,8.50863830616573,1.0376686460462161,0.9420929399429889,0.9898807929946025,-0.02763753289056646,-0.07341787891434362,-0.05052770590245504,-0.9006420919851769,-0.7984516100296195,-0.8495468510073982,0.3855196146482236,0.4648190506007626,0.4251693326244931,0.8940911254122222,1.1089565127444347,1.0015238190783284,0,1,1,0,1
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.4089353929735,0.8039643309625765,1.0671047446106645,0.9355345377866204,1.0468719444523158,0.9067239904994003,0.976797967475858,-1.026405447531289,-1.1996338366569086,-1.1130196420940988,0.4577674842572786,1.1148571949316335,0.786312339594456,0.8538659188529034,1.4403426404869935,1.1471042796699484,0,1,1,0,0
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8.13076828026902,0.9751739439398857,0.9603639323778893,0.9677689381588874,0.21209621809041815,0.10605638425441362,0.1590763011724159,-1.052765112291661,-1.1113326553824148,-1.082048883837038,0.730547705295933,0.8110504945285913,0.7707990999122623,0.7032602633694436,1.0201709772692862,0.8617156203193649,0,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,6.30980391997149,0.8140486654293332,0.7901134377512092,0.8020810515902712,0.052402892139277214,0.0880067181872202,0.0702048051632487,-0.837760772974883,-0.6926030912639487,-0.7651819321194159,0.879704625498854,0.9144267185428497,0.8970656720208519,0.5596298234040635,0.9576317557200793,0.7586307895620714,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,9.0,1.0126020990364566,0.9171681864159572,0.9648851427262068,0.1387142808346417,-0.1734502140987525,-0.017367966632055393,-1.1313860776640778,-1.449709940771148,-1.290548009217613,-0.31037639155555036,-0.29091356902008286,-0.3006449802878166,0.2405373626656312,-1.6678955376700966,-0.7136790875022327,0,1,1,0,1
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,7.45593195564972,0.6286932590966554,0.6167271821712819,0.6227102206339686,0.015007704920184158,0.05154316071322384,0.033275432816704,-0.6409931090617328,-0.4726285351573749,-0.5568108221095538,0.8571336529158018,0.8428917917751272,0.8500127223454645,0.9280392827291248,1.128045585595354,1.0280424341622394,0,1,1,0,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,8.36653154442041,0.013096590917062187,-0.24722286515526135,-0.11706313711909958,-0.0071012159378354145,-0.3972002599627317,-0.20215073795028357,-1.0641151568433072,-1.333046001413553,-1.19858057912843,-0.25942350680058324,-0.5632611976431362,-0.4113423522218597,-0.1339688173239075,-1.727082774714535,-0.9305257960192213,0,1,0,0,0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,7.04095860767891,0.1006341373467289,-0.12203226996427645,-0.010699066308773778,-0.8874948857470458,-1.1209330320860473,-1.0042139589165466,0.0828584230675703,-0.370376447675884,-0.14375901230415686,-1.202673608806958,-1.6221792143577147,-1.4124264115823364,-0.43427521444099415,-1.8270922326371024,-1.1306837235390483,0,1,0,1,1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,6.76447155309245,1.2207394628495867,1.0447061545643685,1.1327228087069776,-0.6113318992032828,-0.9372949559462227,-0.7743134275747527,-0.08681719586018219,-0.45760763611659677,-0.27221241598838947,-1.3095068060648793,-1.4186215338209007,-1.36406416994289,-0.12271161202340301,-1.7197110990329045,-0.9212113555281538,0,1,0,0,1
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,7.45593195564972,-0.03220617519648343,-0.24684999058760235,-0.13952808289204288,0.014742666341130677,-0.40588192994587874,-0.19556963180237402,-0.9764917726688963,-1.3217062551578396,-1.1490990139133679,-0.23355907950894234,-0.5822019515814482,-0.4078805155451952,-0.08686962474990148,-1.73331037200463,-0.9100899983772657,1,1,0,0,0
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,7.95860731484177,0.49383124424747155,0.4324068307570897,0.4631190375022806,1.188125202080635,2.0119487822449424,1.6000369921627886,-0.7869167853976408,-0.5447636968963271,-0.6658402411469839,0.08564770555721132,-1.0381551736326247,-0.47625373403770666,0.6818954207335095,0.4766264257170596,0.5792609232252846,1,1,1,0,0
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,8.58502665202918,0.7579055052236076,0.9679290540899633,0.8629172796567854,0.9926916543244021,0.8756679113970621,0.9341797828607321,-1.0042805004885964,-1.1645460240852001,-1.0844132622868983,0.4700428351010768,1.000087666364007,0.7350652507325419,0.851790512792269,1.4386279095250687,1.145209211158669,0,1,1,0,0
