SMILES,dataset_name,n_components,y_true,y_pred_cv,residual_cv,pIC50,observed_pIC50,predicted_pIC50_cv,abs_residual_cv,standardised_residual_cv,robust_z_residual_cv,flag_large_cv_residual_top5pct,flag_large_cv_residual_z25,flag_large_cv_residual,prediction_direction,Caco-2,CYP3A4,hERG,HOB,MN,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,flag_pca_outlier_empirical,flag_reason,T2_score,SPE_score,n_univariate_outlier_descriptors,prop_univariate_outlier_descriptors,flag_pIC50_iqr_outlier,flag_IC50_nM_iqr_outlier
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,primary_remove_constant_only,20,9.0,2.8287432622749167,6.171256737725083,9.0,9.0,2.8287432622749167,6.171256737725083,7.211472641900648,8.50375358492053,True,True,True,under_predicted,0,1,0,0,1,5.450525031821706,18.80514980345976,9.456084280911448,-4.994289192716134,1.6972846623348257,4.751795823519409,0.378784701340448,-1.618933761502814,7.863064175460511,-6.039424941038219,-7.030668443013077,3.277577131178956,-2.339837395925147,-3.553263318383717,-0.9416730437151823,-7.135300774627432,4.236271623797454,-0.7410472717354922,-4.59618300203705,12.072737340519344,True,T2_only,169.47477119730308,488.437407736519,36,0.1463414634146341,False,False
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,primary_remove_constant_only,20,6.12551818230053,11.428910724627276,-5.303392542326746,6.12551818230053,6.12551818230053,11.428910724627276,5.303392542326746,-6.197322823154436,-7.364654628536707,True,True,True,over_predicted,0,1,1,0,1,58.57983194235824,143.29976528895372,78.87936696527785,-5.776533844081934,21.544062378618825,-29.382111313987856,16.847268899670677,-7.244084701327643,-0.3688078558970393,-9.207591852467829,-8.200719739741274,-8.47589176377264,2.983237670316042,-4.426690027942805,-2.7193590947043496,2.22107841132887,-2.2108167586105267,-0.5109722720239503,-0.488809883551274,-3.6578945286351834,True,T2_and_SPE,1394.3284806468994,1453.974704256745,145,0.5894308943089431,False,False
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,primary_remove_constant_only,20,4.0,8.49914989731473,-4.49914989731473,4.0,4.0,8.49914989731473,4.49914989731473,-5.257518488568943,-6.252459363805827,True,True,True,over_predicted,0,1,1,0,0,14.620904536063607,-1.06002670640151,-1.7816802161309455,0.9277114727158076,4.630572806506186,-1.550846380292349,1.866007197778949,-3.1840908829839547,-6.1821134668168005,-0.4978424475664736,1.914377085341276,-3.152319368439653,-1.8232511251036931,0.392716962418302,-2.005231644049569,-3.330051143347014,2.841339661367233,-0.3650395529080205,-4.468229436790784,-1.85952361621497,False,not_flagged,43.521756773862,114.956410863638,18,0.073170731707317,False,True
Cn1cc(NC(=O)c2cc(NC(=O)CCS(=O)(=O)C)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]3Cc4cc(O)ccc4[C@H]5CC[C@]6(C)[C@@H](O)CC[C@H]6[C@H]35,primary_remove_constant_only,20,8.95467702121334,5.17159304522919,3.783083975984151,8.95467702121334,8.95467702121334,5.17159304522919,3.783083975984151,4.420753787157991,5.201125387521409,True,True,True,under_predicted,0,1,0,0,1,17.98194346636871,23.53613205389156,-3.349682612120347,-2.7189904959737667,4.4619715439717975,-1.6082352160052364,0.3883373299815051,8.480395042654362,-3.147438075116015,0.0221459748380713,-3.195548534324818,0.4086799490504242,0.304785499175475,-2.0807356834239714,-2.858749735278016,2.044003436617864,-2.461779076181412,-4.992973745910216,1.9813654220505776,6.230928419498176,False,not_flagged,56.45271929758468,405.72927512979504,69,0.2804878048780488,False,False
CCCCOC(=O)c1cc(I)c(O)c(I)c1,primary_remove_constant_only,20,4.46092390120722,1.2897107591977264,3.171213142009494,4.46092390120722,4.46092390120722,1.2897107591977264,3.171213142009494,3.7057471090835743,4.3549630403812865,True,True,True,under_predicted,1,0,0,0,0,-10.473762050775742,0.9084439785677818,0.1268993911746298,-0.5573234521624462,9.791961102456272,-7.357850701107761,-6.463893747754533,-2.289693610750917,-14.365705019694795,0.7423766033444428,-11.083589360454663,-4.31043570439568,7.939403634987147,-4.518245270258569,-3.5379065168507995,0.4226921855726648,-8.811950381877926,-3.578998560572176,6.853334046363712,2.572746216079378,True,T2_only,694.0557617114325,377.7867348928613,8,0.032520325203252,False,True
CC(C)[C@]1(O)CC[C@@]2(C)[C@H](O)CCC(=C)[C@@H]2[C@H]1O,primary_remove_constant_only,20,2.55284196865778,5.631122855421085,-3.0782808867633045,2.55284196865778,2.55284196865778,5.631122855421085,3.0782808867633045,-3.597150360521616,-4.287525279373466,True,True,True,over_predicted,0,1,0,0,0,-8.681884232659057,4.223709253916184,1.711699741428135,4.846279834176449,13.949860463705988,5.594775965592794,-3.1604240277394,-0.5534294047072086,3.8592810436849487,1.887750709332564,2.314562494577136,2.947603086190047,0.5107202905682,-0.268000772437754,-2.4632387347822813,0.063833995247374,-3.852887682571389,1.4923015351866509,-3.7011989156104126,-4.09536345149114,False,not_flagged,53.47043295145683,159.3246791418775,23,0.0934959349593495,False,True
COc1cc(O)c(\C=C/C(C)(C)O)c2O[C@@H](CC(=O)c12)c3ccccc3,primary_remove_constant_only,20,2.45593195564972,5.434642400896941,-2.978710445247221,2.45593195564972,2.45593195564972,5.434642400896941,2.978710445247221,-3.4807965049858796,-4.149828311613573,True,True,True,over_predicted,1,1,0,0,1,-3.1286595000995563,1.8987317750714292,-0.8613276673410274,-5.213565026956335,5.087116834044557,1.7860094498422794,-3.285519297170256,-0.9897083098716064,1.6665710961423983,1.172469500184375,3.3486663709375395,-0.0656275614216118,1.1157233696190083,0.7675902861634,0.5293203848345248,-0.5003077987566382,-0.3168628435791613,1.4180872093030152,-0.441366326827259,-1.106348786406227,False,not_flagged,9.219853544087732,80.1610566212408,2,0.008130081300813,False,True
COc1ccc(cc1)[C@H]2[C@H](C(O)c3ccc(O)cc3)C(=O)N2c4cc(OC)c(OC)c(OC)c4,primary_remove_constant_only,20,8.09691001300806,5.223508485642567,2.873401527365493,8.09691001300806,8.09691001300806,5.223508485642567,2.873401527365493,3.357736905859204,3.9431163550019424,True,True,True,under_predicted,1,1,0,0,1,3.917125669408796,3.0878316595418225,-2.1795211653334583,-6.113977906289446,1.4485991104433793,-0.7077756868912625,-3.5873778539242447,-3.5266178604603065,3.2760749370666,1.2533493977219408,2.5651386392713937,2.0641258807002294,-1.0487561577650368,-1.9084071398896625,0.6757216340573415,2.1692317059778543,-1.2635256515637652,1.1185672941588214,0.8923680622273791,1.242014000449413,False,not_flagged,31.09014208925641,263.61815833286767,2,0.008130081300813,False,False
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,primary_remove_constant_only,20,3.82073553566097,6.630558098826016,-2.8098225631650458,3.82073553566097,3.82073553566097,6.630558098826016,2.8098225631650458,-3.283441186135036,-3.916271556214938,True,True,True,over_predicted,1,1,1,0,0,2.4044603511479603,-2.056174822432148,3.293559255028958,-0.9239310405603192,4.981800196409486,2.854314699400403,-0.2719843932916929,-2.1131485720368866,3.612645983246453,5.270944911038914,-0.804669220249195,-2.526394332332743,-0.4399161007458013,1.0192831962886837,0.4280768335115106,-0.427314402407722,0.3002842023719001,0.6073686534733406,0.7787425473929258,0.5598300635975215,False,not_flagged,12.736079908836873,106.36364833535116,3,0.0121951219512195,False,True
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(F)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,primary_remove_constant_only,20,5.23657200643706,8.041657344238091,-2.805085337801032,5.23657200643706,5.23657200643706,8.041657344238091,2.805085337801032,-3.277905462608535,-3.909720399483203,True,True,True,over_predicted,0,1,0,1,1,1.4797371814501743,1.8732827463989392,2.9547303428358407,-4.03906984117775,-8.132603986365458,4.353918742622632,-6.276263819899198,3.795726918329052,-1.4914651057943638,-0.0799282461338103,1.4034422882856985,-1.2283097651818429,-0.3989242750450137,-0.7350106880561554,-4.574730931398617,0.915198198118334,3.2398096836619388,-0.3392670853150467,1.1754280277149969,-1.5913340940533138,False,not_flagged,30.5766994975982,70.53530455226634,16,0.065040650406504,False,False
