dataset_name,SMILES,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,IC50_nM,pIC50,Caco-2,CYP3A4,hERG,HOB,MN
primary_remove_constant_only,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,3.927024928242795,-8.780846054561058,-0.2596804430462645,3.225442341241343,3.3409830788172754,-2.19140084151803,-3.817713255918689,0.8589959545058343,1.0636426372364132,2.491019404469371,3.3542710171789527,-0.6630048839544754,-0.3190365442531841,0.4367334964344845,-1.7312346805916634,0.38121384446243506,-1.2988141596537404,1.4195207795011862,4.343572955094299,-1.2206058528057255,2.5,8.60205999132796,0,1,1,0,0
primary_remove_constant_only,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,5.977297260113516,-9.85242158155312,-0.6545368934436059,3.1888509513082095,4.922416161411609,-3.0037410157894766,-3.7861868613286878,1.0049454133633389,0.1359166029928075,1.2420681495576698,3.233393320678735,-1.1868444113602084,0.09110439736890177,0.45179096381953904,-0.36775386753405975,1.073273092917996,-1.0059536649440428,1.1955616551770407,4.410274621855313,0.31110527117854636,7.5,8.1249387366083,0,1,1,0,0
primary_remove_constant_only,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,5.215847816888402,-4.392612693901215,-5.146300711634594,1.9457421992472235,4.80748536470766,0.11640246398269714,-3.057811358907546,0.5245835633277973,0.7454504662446383,2.810718460713716,2.292774769545708,-0.41478766599238875,0.14951762798302035,-0.14316114529685642,-0.5776881716442877,0.9861313959323635,-1.3171910093885795,0.8650541875211137,2.9960386923270597,-2.4683824912109134,3.1,8.50863830616573,0,1,1,0,1
primary_remove_constant_only,Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,5.637307723249356,-9.635355465939178,-0.6144748675566062,3.2707517521995038,4.771404855215961,-2.90872175523448,-3.2203328771633166,0.9131960116304381,0.235281698768742,1.9353652080213892,3.119755857116499,-0.5483349202838816,-0.16722249738376124,0.29086768932942636,-1.1954111716293685,1.1761133851975654,-1.159452034217219,1.951734686876578,4.26750144101954,-0.3834439609556924,3.9,8.4089353929735,0,1,1,0,0
primary_remove_constant_only,Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,4.4220435138568535,-6.911645422420456,-4.776551670547986,3.75908817957304,3.8885510732863473,-1.5911224164045954,-1.4344986056418148,1.1948236888803156,0.37027405396313917,1.9157257966190102,1.8304556799131113,-0.7992472249900051,-0.11156836323935991,-0.6201121336035379,0.11578728499820554,1.288050116210295,-1.6501045652150692,0.06589215011031788,3.8099082718736903,-1.7262249303659782,7.4,8.13076828026902,0,1,1,0,0
primary_remove_constant_only,Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,3.664411699523594,-4.997744907229777,-4.196859583926848,4.164271298055796,2.4485232682173472,-1.3566756630515833,-2.439777413408431,1.6041839587993885,0.5664081030145737,1.6742320812769744,2.8160176359658533,-0.3933767879928889,-0.37624971542593855,-0.9876217826534253,-0.11683775124604723,1.1088942105521575,-1.1988710611479214,-0.2893251037262817,4.148519170005269,-2.076582399914527,490.0,6.30980391997149,0,1,1,0,1
primary_remove_constant_only,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,6.309351391342171,-8.440948942707308,-3.9523860803529764,-2.005645573604978,-0.19415958818874493,3.9859323523607153,2.40374286344243,-0.9783608909888182,2.7600099779426164,0.06441714955636023,1.6240936898894305,-1.3033648359941745,0.24193073006687668,-0.5023858005008834,-0.8678665977191217,-0.31569084281236837,-1.6262752695439,0.5145825307755457,1.3048417154826142,0.7029719858081146,1.0,9.0,0,1,1,0,1
primary_remove_constant_only,Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,2.6567970933625173,-3.86578157119111,-3.767788217287129,3.4799008059768495,2.1878832906145402,-1.4013541290509057,-4.2568255247283995,1.7280808077022416,1.309932654030624,1.6761709630550385,3.3196646140956863,-0.3374536024521958,-1.205393282047711,0.8522542833947041,-1.060345701185983,-0.963843685521742,-1.401667926013393,-0.46606720477438485,4.560374304272536,-2.1703190508330152,35.0,7.45593195564972,0,1,1,0,1
primary_remove_constant_only,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-3.159845182314176,-5.869663850904642,-1.9319648669393286,-1.8541000834712633,-0.5126664611260561,6.060406259442844,5.041746820730975,-2.071024351799215,3.263229422224654,0.41955351431884746,-0.22890016915963873,-2.215231216355376,0.6044559541220429,-0.6709145830996474,-0.5391088515153507,-0.444937165222631,-3.770852359889804,-1.2902629194267659,0.3025099770020504,1.029912847803168,4.3,8.36653154442041,0,1,0,0,0
primary_remove_constant_only,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,-0.2734265288256197,1.5789836574520308,-2.9886842679469896,-6.941157064175045,-4.041530197481691,5.8478107419335865,2.1887113853955427,-2.741768931465012,3.782203876869161,0.08871735840222449,-2.1990084199905744,-1.5368821023494086,1.1484231068164683,-0.8670119242402461,-1.2160781676892742,-0.006700445401167078,-3.010991355366391,-0.2184058743231118,-0.901771144509345,0.3982070643417695,91.0,7.04095860767891,0,1,0,1,1
