dataset_name,descriptor,PC1_weight,PC2_weight,PC3_weight,PC4_weight,PC5_weight,PC6_weight,PC7_weight,PC8_weight,PC9_weight,PC10_weight,PC11_weight,PC12_weight,PC13_weight,PC14_weight,PC15_weight,PC16_weight,PC17_weight,PC18_weight,PC19_weight,PC20_weight
superblock_block_Y_topological_connectivity_structure,n12Ring,-0.0023921349403595955,0.0030181632662721423,0.00944010301462868,-0.00461125550055956,-0.003857087860178924,-0.015259522053693719,0.016388519184013465,0.02779373687537713,-0.03096029889674747,0.0072851299187536534,-0.0006060056296341654,-0.027224954065046172,-0.015638601392716896,0.004114366988814722,-0.01792178343492592,0.17746433135791803,0.07136875588394505,-0.03282073389611714,0.023586988363350523,0.04238158364565811
superblock_block_Y_topological_connectivity_structure,nP,0.0037699743297694432,-0.0008182875949546975,0.01656497120705558,-0.007896750039972159,-0.04991762109106587,0.03028206319597143,0.025189907878502116,0.013847461436421404,0.02076129926774961,-0.004214618732737527,0.050596415013903114,-0.031443747172186676,0.00497292232544759,-0.019430840576776496,0.039706621018852466,0.005502091944787568,0.2798942804360019,-0.032367955747499406,-0.05812049904645995,-0.10167503011177537
superblock_block_Y_topological_connectivity_structure,nI,-0.007017631679987035,0.0006286275902015609,0.021321046074670898,0.001840944211103172,-0.008772158036642632,0.00452420170362413,0.01238105161357917,0.03937100060310309,0.03867183326045871,0.014953811912608984,0.1346342649798996,-0.1250384445142216,0.0529755579659289,0.16686159686805146,0.16350215343213415,-0.01861080581763197,0.10024500976204145,0.1378132645264256,0.2998513502690712,-0.0036045039846171138
superblock_block_Y_topological_connectivity_structure,n8Ring,0.0019179951452547583,0.001395445801352646,-0.0008789048877168026,0.008847565227055404,0.011163810432555078,-0.02133566434088696,-0.004716111857133776,0.019914345792748825,-0.008126667212583684,0.03542554209915503,0.01855859525645732,0.0014985434327335241,0.0023414794362854076,4.662524802261352e-05,-0.043030643399119356,0.10648688249159673,0.10529186256001377,-0.09402576762983061,-0.0853372853679069,-0.09652519593596116
superblock_block_Y_topological_connectivity_structure,nG12Ring,0.052657931423889415,0.04495675339680627,0.18249696058009032,0.039429318548884304,0.007144525255390513,-0.09355367456855793,0.06879183228307384,-0.008440263438816598,0.009365521361609064,0.06559141156364956,-0.07156565012258177,0.011657465525292912,0.06282650425672244,0.09433926119161071,-0.21523417983077975,-0.15800586399427388,-0.05926582211390107,0.010081696310692619,0.05847228326300246,-0.04460589541651007
superblock_block_Y_topological_connectivity_structure,nF7Ring,0.010208230432434314,-0.025081912838346154,-0.021352196260694067,5.3256581247357326e-05,0.022898666860126496,-0.018763477600691164,0.013849505545351193,0.054302830643550404,0.011966025372197014,-0.019836226287232084,0.018923003912806293,0.017625475246395544,0.07180568237826851,0.0211569504301662,-0.06657521845175388,-0.07886435250024271,-0.1535329453748548,0.026023990940308467,-0.15499355275218832,0.43971171719395913
superblock_block_Y_topological_connectivity_structure,SCH-3,0.006353329429508206,-0.016933599031665622,-0.02788229625571509,0.0522994187803901,0.18916363484164062,0.14072294490100878,0.30769961810163077,-0.09857857581065677,0.05796819287152681,0.12853888119855822,-0.018056946915198414,-0.13452447339688,-0.21856158886988747,-0.06535125536356931,0.015475519776271394,-0.019602483219951672,-0.02389658248753551,-0.005470727464853109,-0.004508600378473924,0.0001374578342902156
superblock_block_Y_topological_connectivity_structure,VCH-3,0.0063533294295082055,-0.01693359903166567,-0.027882296255715283,0.05229941878038946,0.18916363484164023,0.1407229449010088,0.3076996181016308,-0.09857857581065696,0.05796819287152699,0.12853888119855783,-0.01805694691519878,-0.13452447339687976,-0.2185615888698871,-0.06535125536356906,0.015475519776271141,-0.019602483219951172,-0.023896582487535845,-0.005470727464852956,-0.004508600378473872,0.00013745783429046365
superblock_block_Y_topological_connectivity_structure,n3Ring,0.006662526502033539,-0.01598999620061756,-0.0286652403067076,0.05263594842555852,0.19166899305031349,0.14334687729810203,0.30980822889499726,-0.09596141878810774,0.05935213675535339,0.1269188907524633,-0.018488774311908797,-0.13162985187098675,-0.2171187524608109,-0.06739164084507726,0.01728902050100309,-0.01965985586552478,-0.026620714837201125,-0.007787278274033749,-0.002384261112494141,-0.0008930982151572828
superblock_block_Y_topological_connectivity_structure,n4Ring,0.005166624510099226,0.006392769028034939,-0.032242523304404226,0.022334594813890468,0.09062468463748019,0.10187892213652339,0.16937087043647378,0.05926930003701397,-0.11016288993074091,-0.1730999639673635,0.023803840270999823,0.27348681599220875,0.4036448371526482,0.14072425659410584,-0.011114466406989591,0.07728832409128955,0.05992804646190113,0.054444209833433205,-0.013469043552182855,-0.026008474592722514
